Biomarker_Name,Original_Index,Attention_Score,Ensembl ID,Gene Name
370,370,5.338435000000001e-23,ENSG00000243749,TMEM35B
231,231,1.2532408e-23,ENSG00000125944,HNRNPR
64,64,6.427353e-24,ENSG00000272449,AL139246.5
376,376,5.4816493e-24,ENSG00000020129,NCDN
480,480,4.8187154e-24,ENSG00000117419,ERI3
219,219,2.37679e-24,ENSG00000142798,HSPG2
241,241,1.8741448e-24,ENSG00000011009,LYPLA2
252,252,3.9336542e-25,ENSG00000133226,SRRM1
163,163,1.0395350000000001e-25,ENSG00000162461,SLC25A34
484,484,2.2650586000000002e-26,ENSG00000142937,RPS8
474,474,1.7894173e-27,ENSG00000117410,ATP6V0B
401,401,1.419291e-29,ENSG00000163877,SNIP1
